order_id,order_date,customer_id,region,category,channel,quantity,revenue
ORD-0059,2026-06-23,CUST-0136,South,Electronics,Organic,3,453.21
ORD-0060,2026-01-10,CUST-0161,East,Sports,Social,3,250.71
ORD-0061,2026-04-22,CUST-0224,East,Beauty,Referral,2,70.19
ORD-0062,2026-01-01,CUST-0170,West,Home,Social,1,110.2
ORD-0063,2026-06-09,CUST-0210,South,Electronics,Email,5,814.18
ORD-0064,2026-03-25,CUST-0341,Midwest,Home,Referral,2,152.27
ORD-0065,2026-04-08,CUST-0001,West,Sports,Referral,3,214.43
ORD-0066,2026-03-19,CUST-0165,South,Clothing,Social,5,316.0
ORD-0067,2026-04-30,CUST-0087,Midwest,Beauty,Paid Search,5,197.32
ORD-0068,2026-06-18,CUST-0121,East,Home,Referral,5,412.92
ORD-0069,2026-06-22,CUST-0126,South,Clothing,Paid Search,2,91.47
ORD-0070,2026-05-02,CUST-0197,East,Beauty,Social,5,169.44
ORD-0071,2026-05-07,CUST-0055,Midwest,Clothing,Paid Search,1,71.78
ORD-0072,2026-04-19,CUST-0128,West,Clothing,Referral,4,186.03
ORD-0073,2026-02-01,CUST-0305,Midwest,Clothing,Social,5,373.18
ORD-0074,2026-03-23,CUST-0281,Midwest,Sports,Referral,4,349.59
ORD-0075,2026-04-25,CUST-0327,West,Beauty,Social,3,135.11
ORD-0076,2026-03-12,CUST-0147,Midwest,Clothing,Email,4,189.3
ORD-0077,2026-03-02,CUST-0078,South,Home,Email,5,355.63
ORD-0078,2026-03-01,CUST-0170,Midwest,Clothing,Paid Search,1,57.45
ORD-0079,2026-05-19,CUST-0200,Midwest,Beauty,Organic,2,93.32
ORD-0080,2026-05-30,CUST-0181,East,Sports,Social,4,225.88
ORD-0081,2026-03-18,CUST-0113,Midwest,Beauty,Referral,5,229.99
ORD-0082,2026-05-05,CUST-0173,West,Home,Social,4,275.22
ORD-0083,2026-06-21,CUST-0274,Midwest,Clothing,Social,2,148.84
ORD-0084,2026-01-07,CUST-0220,Midwest,Sports,Referral,1,59.4
ORD-0085,2026-02-04,CUST-0109,Midwest,Clothing,Organic,3,169.12
ORD-0086,2026-04-27,CUST-0216,South,Home,Social,3,304.02
ORD-0087,2026-03-06,CUST-0180,East,Beauty,Organic,5,155.21
ORD-0088,2026-02-27,CUST-0011,East,Electronics,Organic,2,305.88
ORD-0089,2026-06-09,CUST-0289,West,Clothing,Paid Search,4,260.34
ORD-0090,2026-02-25,CUST-0059,Midwest,Home,Email,2,189.53
ORD-0091,2026-02-11,CUST-0295,South,Electronics,Referral,1,218.6
ORD-0092,2026-06-23,CUST-0322,Midwest,Beauty,Paid Search,1,41.84
ORD-0093,2026-03-04,CUST-0290,East,Home,Referral,1,103.33
ORD-0094,2026-01-11,CUST-0332,South,Sports,Social,3,176.51
ORD-0095,2026-03-29,CUST-0186,East,Beauty,Social,1,38.67
ORD-0096,2026-06-12,CUST-0334,Midwest,Clothing,Social,2,134.03
ORD-0097,2026-03-11,CUST-0126,Midwest,Beauty,Social,5,176.84
ORD-0098,2026-01-23,CUST-0343,South,Beauty,Paid Search,4,165.59
ORD-0099,2026-04-08,CUST-0109,South,Electronics,Social,3,454.1
ORD-0100,2026-04-01,CUST-0142,South,Home,Email,5,495.27
ORD-0101,2026-05-23,CUST-0209,East,Sports,Paid Search,1,65.3
ORD-0102,2026-05-06,CUST-0048,West,Beauty,Social,4,183.43
ORD-0103,2026-03-17,CUST-0189,West,Beauty,Paid Search,3,129.84
ORD-0104,2026-05-02,CUST-0233,South,Beauty,Referral,3,111.11
ORD-0105,2026-03-11,CUST-0162,South,Home,Paid Search,1,99.96
ORD-0106,2026-01-31,CUST-0302,West,Clothing,Paid Search,4,213.18
ORD-0107,2026-05-15,CUST-0092,South,Electronics,Paid Search,3,466.42
ORD-0108,2026-03-19,CUST-0028,East,Sports,Paid Search,3,173.87
ORD-0109,2026-05-22,CUST-0294,South,Clothing,Social,1,71.18
ORD-0110,2026-03-14,CUST-0027,Midwest,Beauty,Social,3,101.06
ORD-0111,2026-03-06,CUST-0296,Midwest,Electronics,Organic,4,717.03
ORD-0112,2026-06-11,CUST-0044,East,Clothing,Paid Search,5,367.37
ORD-0113,2026-03-05,CUST-0317,East,Sports,Social,5,393.02
ORD-0114,2026-02-27,CUST-0220,Midwest,Beauty,Social,3,141.61
ORD-0115,2026-03-20,CUST-0136,East,Sports,Organic,2,159.41
ORD-0116,2026-06-19,CUST-0081,East,Clothing,Paid Search,2,123.12
ORD-0117,2026-01-01,CUST-0119,Midwest,Beauty,Referral,4,143.3
ORD-0118,2026-03-15,CUST-0321,South,Beauty,Organic,2,96.96
ORD-0119,2026-05-31,CUST-0077,West,Beauty,Organic,5,172.48
ORD-0120,2026-03-10,CUST-0305,West,Electronics,Organic,2,412.67
ORD-0121,2026-05-26,CUST-0207,South,Beauty,Organic,4,175.09
ORD-0122,2026-03-11,CUST-0222,Midwest,Beauty,Organic,5,153.99
ORD-0123,2026-03-24,CUST-0295,South,Electronics,Organic,2,443.14
ORD-0124,2026-05-31,CUST-0090,East,Home,Referral,1,101.84
ORD-0125,2026-05-01,CUST-0252,Midwest,Home,Paid Search,5,435.57
ORD-0126,2026-01-24,CUST-0054,Midwest,Home,Social,3,245.84
ORD-0127,2026-02-11,CUST-0206,South,Beauty,Social,3,129.76
ORD-0128,2026-05-21,CUST-0060,East,Beauty,Organic,3,105.14
ORD-0129,2026-04-14,CUST-0266,East,Sports,Social,4,233.13
ORD-0130,2026-04-03,CUST-0068,Midwest,Beauty,Organic,2,70.68
ORD-0131,2026-03-15,CUST-0312,Midwest,Beauty,Organic,1,49.46
ORD-0132,2026-03-03,CUST-0048,West,Home,Referral,1,92.35
ORD-0133,2026-02-27,CUST-0150,East,Beauty,Organic,2,79.94
ORD-0134,2026-05-11,CUST-0283,South,Beauty,Social,4,139.5
ORD-0135,2026-02-07,CUST-0070,Midwest,Clothing,Referral,5,336.94
ORD-0136,2026-01-18,CUST-0002,South,Beauty,Email,5,176.72
ORD-0137,2026-03-14,CUST-0229,South,Sports,Referral,4,354.79
ORD-0138,2026-05-18,CUST-0194,Midwest,Home,Email,5,509.15
ORD-0139,2026-04-27,CUST-0211,South,Clothing,Paid Search,5,282.45
ORD-0140,2026-01-12,CUST-0334,South,Beauty,Social,4,199.07
ORD-0141,2026-02-08,CUST-0170,Midwest,Electronics,Paid Search,5,1109.41
ORD-0142,2026-01-26,CUST-0074,Midwest,Electronics,Referral,4,545.53
ORD-0143,2026-04-15,CUST-0204,West,Electronics,Social,3,496.41
ORD-0144,2026-06-16,CUST-0321,East,Home,Referral,4,441.75
ORD-0145,2026-05-05,CUST-0148,East,Sports,Organic,2,159.84
ORD-0146,2026-02-28,CUST-0154,East,Beauty,Organic,1,38.87
ORD-0147,2026-01-08,CUST-0221,East,Home,Organic,3,250.89
ORD-0148,2026-02-07,CUST-0093,West,Sports,Social,5,409.09
ORD-0149,2026-02-13,CUST-0124,West,Electronics,Referral,4,763.1
ORD-0150,2026-05-08,CUST-0342,West,Clothing,Social,3,176.36
ORD-0151,2026-01-03,CUST-0177,Midwest,Home,Referral,2,141.65
ORD-0152,2026-05-31,CUST-0102,South,Beauty,Email,4,187.62
ORD-0153,2026-04-09,CUST-0295,Midwest,Electronics,Paid Search,4,745.89
ORD-0154,2026-03-17,CUST-0026,South,Electronics,Social,3,407.19
ORD-0155,2026-06-05,CUST-0113,Midwest,Home,Paid Search,5,517.93
ORD-0156,2026-06-12,CUST-0322,West,Sports,Email,2,159.62
ORD-0157,2026-06-15,CUST-0068,East,Home,Social,1,93.58
ORD-0158,2026-01-24,CUST-0277,South,Home,Social,2,153.07
ORD-0159,2026-04-04,CUST-0152,South,Clothing,Email,4,296.09
ORD-0160,2026-03-28,CUST-0116,East,Beauty,Organic,2,90.17
ORD-0161,2026-06-23,CUST-0008,Midwest,Sports,Email,1,85.9
ORD-0162,2026-03-09,CUST-0327,East,Beauty,Email,3,125.07
ORD-0163,2026-04-06,CUST-0288,East,Clothing,Social,1,63.59
ORD-0164,2026-03-25,CUST-0060,West,Electronics,Social,3,580.29
ORD-0165,2026-02-05,CUST-0121,East,Electronics,Email,4,581.8
ORD-0166,2026-05-18,CUST-0277,West,Beauty,Social,3,130.23
ORD-0167,2026-04-18,CUST-0144,West,Beauty,Organic,4,169.25
ORD-0168,2026-01-09,CUST-0186,South,Clothing,Social,4,294.07
ORD-0169,2026-01-26,CUST-0098,South,Sports,Email,1,71.18
ORD-0170,2026-02-01,CUST-0026,Midwest,Electronics,Paid Search,5,1111.99
ORD-0171,2026-03-27,CUST-0284,West,Clothing,Referral,2,94.12
ORD-0172,2026-02-23,CUST-0306,West,Clothing,Email,2,137.32
ORD-0173,2026-01-01,CUST-0090,South,Clothing,Paid Search,5,262.6
ORD-0174,2026-01-29,CUST-0122,East,Clothing,Organic,3,206.1
ORD-0175,2026-05-31,CUST-0216,South,Electronics,Paid Search,3,419.15
ORD-0176,2026-05-15,CUST-0263,East,Electronics,Social,4,820.09
ORD-0177,2026-06-01,CUST-0023,East,Beauty,Referral,2,97.82
ORD-0178,2026-06-18,CUST-0206,South,Beauty,Organic,1,49.97
ORD-0179,2026-04-20,CUST-0165,East,Beauty,Social,1,47.99
ORD-0180,2026-06-05,CUST-0300,West,Electronics,Paid Search,3,573.57
ORD-0181,2026-05-21,CUST-0259,South,Beauty,Referral,5,179.49
ORD-0182,2026-06-04,CUST-0111,Midwest,Electronics,Organic,5,999.38
ORD-0183,2026-04-21,CUST-0205,Midwest,Clothing,Social,3,209.47
ORD-0184,2026-04-17,CUST-0192,East,Home,Social,3,292.29
ORD-0185,2026-02-09,CUST-0050,Midwest,Electronics,Organic,1,143.39
ORD-0186,2026-04-06,CUST-0288,West,Sports,Organic,5,460.62
ORD-0187,2026-03-26,CUST-0027,East,Beauty,Email,4,189.45
ORD-0188,2026-03-15,CUST-0080,South,Home,Organic,5,451.67
ORD-0189,2026-06-18,CUST-0189,Midwest,Clothing,Organic,3,211.08
ORD-0190,2026-01-30,CUST-0319,South,Sports,Paid Search,4,351.77
ORD-0191,2026-06-07,CUST-0159,East,Sports,Email,1,63.02
ORD-0192,2026-03-28,CUST-0206,South,Electronics,Paid Search,2,371.94
ORD-0193,2026-01-18,CUST-0215,West,Electronics,Organic,5,771.81
ORD-0194,2026-04-27,CUST-0291,South,Clothing,Email,3,199.94
ORD-0195,2026-06-02,CUST-0026,East,Electronics,Paid Search,2,405.8
ORD-0196,2026-06-22,CUST-0227,East,Home,Social,4,357.42
ORD-0197,2026-04-17,CUST-0057,South,Clothing,Referral,1,55.36
ORD-0198,2026-03-14,CUST-0307,Midwest,Sports,Email,1,64.52
ORD-0199,2026-01-15,CUST-0131,East,Clothing,Email,2,136.04
ORD-0200,2026-03-16,CUST-0090,South,Electronics,Organic,4,808.93
ORD-0201,2026-02-03,CUST-0343,Midwest,Sports,Paid Search,5,386.01
ORD-0202,2026-04-01,CUST-0040,East,Beauty,Organic,4,121.5
ORD-0203,2026-03-22,CUST-0208,Midwest,Sports,Social,4,268.43
ORD-0204,2026-01-06,CUST-0186,South,Clothing,Referral,4,279.84
ORD-0205,2026-01-23,CUST-0269,Midwest,Electronics,Paid Search,4,751.99
ORD-0206,2026-01-21,CUST-0087,Midwest,Home,Email,2,164.98
ORD-0207,2026-01-20,CUST-0179,East,Sports,Referral,2,180.44
ORD-0208,2026-03-31,CUST-0089,West,Clothing,Organic,2,105.36
ORD-0209,2026-06-04,CUST-0289,West,Electronics,Paid Search,4,707.02
ORD-0210,2026-05-29,CUST-0322,Midwest,Sports,Referral,3,265.98
ORD-0211,2026-03-22,CUST-0156,West,Beauty,Organic,4,155.38
ORD-0212,2026-03-12,CUST-0232,East,Home,Referral,1,81.47
ORD-0213,2026-01-10,CUST-0047,East,Home,Email,1,96.51
ORD-0214,2026-06-07,CUST-0022,Midwest,Beauty,Referral,5,245.42
ORD-0215,2026-04-26,CUST-0032,West,Home,Referral,4,360.25
ORD-0216,2026-04-26,CUST-0021,East,Home,Organic,5,482.88
ORD-0217,2026-03-05,CUST-0187,Midwest,Beauty,Referral,5,210.98
ORD-0218,2026-04-06,CUST-0027,South,Beauty,Social,3,130.73
ORD-0219,2026-06-11,CUST-0198,South,Electronics,Email,1,185.22
ORD-0220,2026-03-14,CUST-0340,South,Sports,Paid Search,3,177.92
ORD-0221,2026-02-06,CUST-0044,South,Home,Social,2,188.55
ORD-0222,2026-03-21,CUST-0344,Midwest,Home,Paid Search,5,358.53
ORD-0223,2026-04-19,CUST-0110,South,Electronics,Email,3,453.67
ORD-0224,2026-03-29,CUST-0152,Midwest,Clothing,Paid Search,2,99.3
ORD-0225,2026-01-26,CUST-0079,East,Home,Referral,2,188.75
ORD-0226,2026-02-11,CUST-0187,West,Sports,Paid Search,4,231.55
ORD-0227,2026-06-23,CUST-0230,West,Beauty,Referral,3,135.14
ORD-0228,2026-03-01,CUST-0293,West,Home,Social,2,168.11
ORD-0229,2026-04-23,CUST-0083,Midwest,Home,Social,5,456.18
ORD-0230,2026-02-21,CUST-0284,West,Home,Organic,4,427.34
ORD-0231,2026-01-27,CUST-0263,East,Home,Organic,2,159.55
ORD-0232,2026-02-07,CUST-0014,Midwest,Electronics,Paid Search,4,858.47
ORD-0233,2026-04-17,CUST-0042,East,Beauty,Referral,3,104.15
ORD-0234,2026-04-06,CUST-0333,West,Electronics,Email,1,210.53
ORD-0235,2026-03-27,CUST-0242,West,Clothing,Organic,3,217.57
ORD-0236,2026-06-28,CUST-0041,West,Beauty,Social,5,150.53
ORD-0237,2026-01-05,CUST-0312,South,Clothing,Paid Search,5,366.03
ORD-0238,2026-05-16,CUST-0025,Midwest,Electronics,Email,2,324.21
ORD-0239,2026-03-03,CUST-0256,Midwest,Sports,Social,1,60.41
ORD-0240,2026-06-02,CUST-0150,East,Sports,Referral,2,166.39
ORD-0241,2026-04-20,CUST-0096,East,Sports,Email,2,155.3
ORD-0242,2026-06-20,CUST-0279,East,Sports,Email,1,92.0
ORD-0243,2026-05-10,CUST-0192,East,Beauty,Social,1,42.71
ORD-0244,2026-03-06,CUST-0337,East,Home,Organic,3,235.05
ORD-0245,2026-06-10,CUST-0280,East,Sports,Email,2,115.83
ORD-0246,2026-03-28,CUST-0033,West,Beauty,Social,2,92.46
ORD-0247,2026-04-28,CUST-0022,East,Home,Paid Search,1,103.1
ORD-0248,2026-03-22,CUST-0019,South,Sports,Social,5,370.01
ORD-0249,2026-06-15,CUST-0170,West,Home,Email,1,106.46
ORD-0250,2026-03-11,CUST-0198,East,Home,Social,4,403.8
ORD-0251,2026-03-28,CUST-0266,West,Beauty,Social,3,145.46
ORD-0252,2026-03-10,CUST-0093,East,Beauty,Organic,4,168.2
ORD-0253,2026-05-20,CUST-0152,South,Home,Organic,1,82.26
ORD-0254,2026-03-20,CUST-0180,Midwest,Sports,Social,2,164.23
ORD-0255,2026-04-25,CUST-0030,East,Home,Referral,4,319.42
ORD-0256,2026-01-20,CUST-0074,Midwest,Home,Referral,2,220.75
ORD-0257,2026-06-05,CUST-0331,Midwest,Electronics,Paid Search,1,156.24
ORD-0258,2026-04-04,CUST-0348,South,Beauty,Referral,1,42.1
ORD-0259,2026-04-26,CUST-0272,South,Home,Social,1,93.33
ORD-0260,2026-04-04,CUST-0014,Midwest,Home,Email,2,221.45
ORD-0261,2026-02-17,CUST-0134,Midwest,Sports,Social,5,303.33
ORD-0262,2026-04-25,CUST-0070,West,Sports,Email,4,255.03
ORD-0263,2026-01-19,CUST-0164,Midwest,Clothing,Social,1,69.32
ORD-0264,2026-06-20,CUST-0154,South,Electronics,Referral,5,805.66
ORD-0265,2026-02-10,CUST-0103,West,Home,Referral,2,145.92
ORD-0266,2026-02-05,CUST-0189,West,Beauty,Organic,3,123.24
ORD-0267,2026-04-30,CUST-0246,West,Sports,Organic,1,67.85
ORD-0268,2026-05-15,CUST-0163,Midwest,Beauty,Referral,1,32.51
ORD-0269,2026-06-14,CUST-0283,East,Beauty,Social,5,184.45
ORD-0270,2026-06-13,CUST-0029,West,Clothing,Social,5,361.61
ORD-0271,2026-02-01,CUST-0116,West,Home,Paid Search,2,164.04
ORD-0272,2026-03-30,CUST-0283,South,Electronics,Email,2,384.31
ORD-0273,2026-03-12,CUST-0329,West,Home,Referral,5,358.52
ORD-0274,2026-02-13,CUST-0289,West,Clothing,Referral,5,275.64
ORD-0275,2026-01-11,CUST-0108,East,Electronics,Organic,5,794.1
ORD-0276,2026-05-27,CUST-0280,Midwest,Sports,Organic,4,358.35
ORD-0277,2026-03-16,CUST-0038,South,Beauty,Paid Search,4,143.79
ORD-0278,2026-06-26,CUST-0105,East,Clothing,Social,4,238.11
ORD-0279,2026-03-29,CUST-0067,West,Home,Email,3,334.18
ORD-0280,2026-04-05,CUST-0231,East,Home,Paid Search,4,292.05
ORD-0281,2026-03-05,CUST-0316,West,Electronics,Organic,3,660.25
ORD-0282,2026-04-18,CUST-0098,West,Clothing,Email,5,333.17
ORD-0283,2026-02-10,CUST-0255,Midwest,Sports,Social,4,356.86
ORD-0284,2026-01-06,CUST-0111,East,Beauty,Referral,4,197.33
ORD-0285,2026-05-30,CUST-0335,South,Electronics,Organic,3,538.62
ORD-0286,2026-06-22,CUST-0221,Midwest,Home,Referral,1,105.62
ORD-0287,2026-02-04,CUST-0027,South,Home,Social,3,208.61
ORD-0288,2026-05-26,CUST-0259,West,Home,Referral,3,212.43
ORD-0289,2026-04-26,CUST-0050,South,Sports,Referral,1,61.07
ORD-0290,2026-04-11,CUST-0102,South,Home,Referral,3,304.42
ORD-0291,2026-06-04,CUST-0171,Midwest,Sports,Organic,1,57.71
ORD-0292,2026-05-02,CUST-0314,Midwest,Clothing,Referral,5,245.97
ORD-0293,2026-03-23,CUST-0260,West,Beauty,Referral,3,125.62
ORD-0294,2026-05-11,CUST-0189,Midwest,Sports,Email,4,347.36
ORD-0295,2026-03-26,CUST-0323,East,Beauty,Referral,3,137.81
ORD-0296,2026-01-07,CUST-0027,Midwest,Home,Referral,5,388.7
ORD-0297,2026-05-30,CUST-0195,Midwest,Clothing,Referral,5,341.19
ORD-0298,2026-02-07,CUST-0226,West,Electronics,Referral,1,152.17
ORD-0299,2026-03-22,CUST-0314,Midwest,Clothing,Social,2,114.62
ORD-0300,2026-05-01,CUST-0340,East,Clothing,Referral,2,123.65
ORD-0301,2026-05-03,CUST-0176,Midwest,Home,Paid Search,4,434.18
ORD-0302,2026-05-20,CUST-0127,South,Home,Referral,4,304.61
ORD-0303,2026-03-13,CUST-0251,South,Clothing,Email,3,198.44
ORD-0304,2026-03-23,CUST-0294,Midwest,Home,Referral,3,241.35
ORD-0305,2026-06-23,CUST-0148,Midwest,Beauty,Email,2,71.62
ORD-0306,2026-01-21,CUST-0276,South,Beauty,Email,4,137.12
ORD-0307,2026-03-11,CUST-0123,South,Clothing,Organic,5,336.13
ORD-0308,2026-03-04,CUST-0212,East,Sports,Paid Search,2,116.44
ORD-0309,2026-03-26,CUST-0081,Midwest,Electronics,Paid Search,1,221.81
ORD-0310,2026-04-15,CUST-0331,Midwest,Beauty,Paid Search,3,109.27
ORD-0311,2026-01-16,CUST-0020,East,Sports,Paid Search,5,419.75
ORD-0312,2026-02-14,CUST-0096,Midwest,Clothing,Organic,4,274.56
ORD-0313,2026-03-16,CUST-0172,East,Electronics,Email,5,946.25
ORD-0314,2026-03-14,CUST-0069,Midwest,Sports,Referral,4,358.39
ORD-0315,2026-05-10,CUST-0235,Midwest,Home,Paid Search,1,82.38
ORD-0316,2026-06-15,CUST-0291,South,Clothing,Organic,3,206.17
ORD-0317,2026-06-22,CUST-0264,West,Clothing,Referral,4,279.24
ORD-0318,2026-03-25,CUST-0245,East,Beauty,Organic,2,99.27
ORD-0319,2026-03-24,CUST-0137,West,Electronics,Email,4,624.79
ORD-0320,2026-03-26,CUST-0185,South,Sports,Referral,1,66.06
ORD-0321,2026-06-27,CUST-0208,West,Electronics,Organic,4,650.45
ORD-0322,2026-06-25,CUST-0113,South,Electronics,Email,3,570.95
ORD-0323,2026-02-04,CUST-0282,Midwest,Clothing,Social,5,281.04
ORD-0324,2026-05-01,CUST-0271,West,Clothing,Referral,1,60.77
ORD-0325,2026-04-03,CUST-0259,East,Sports,Organic,1,87.33
ORD-0326,2026-02-21,CUST-0349,West,Clothing,Email,5,291.28
ORD-0327,2026-02-22,CUST-0233,Midwest,Electronics,Referral,4,831.13
ORD-0328,2026-02-03,CUST-0345,Midwest,Beauty,Referral,1,41.18
ORD-0329,2026-03-20,CUST-0297,East,Beauty,Email,1,44.92
ORD-0330,2026-01-19,CUST-0031,East,Beauty,Email,1,40.82
ORD-0331,2026-01-18,CUST-0070,Midwest,Electronics,Email,4,604.79
ORD-0332,2026-06-14,CUST-0194,Midwest,Home,Social,4,426.53
ORD-0333,2026-04-07,CUST-0276,East,Sports,Paid Search,3,182.1
ORD-0334,2026-04-11,CUST-0238,West,Clothing,Organic,1,74.35
ORD-0335,2026-06-22,CUST-0178,Midwest,Sports,Social,2,131.06
ORD-0336,2026-02-09,CUST-0215,South,Clothing,Organic,1,69.28
ORD-0337,2026-06-07,CUST-0018,East,Clothing,Paid Search,1,48.03
ORD-0338,2026-04-25,CUST-0277,East,Clothing,Organic,4,232.68
ORD-0339,2026-02-25,CUST-0295,East,Clothing,Referral,3,156.07
ORD-0340,2026-03-23,CUST-0267,South,Clothing,Email,2,149.14
ORD-0341,2026-02-26,CUST-0303,Midwest,Home,Email,1,92.55
ORD-0342,2026-02-14,CUST-0330,Midwest,Sports,Social,1,92.71
ORD-0343,2026-06-21,CUST-0154,Midwest,Sports,Email,4,286.24
ORD-0344,2026-04-07,CUST-0154,West,Sports,Social,2,176.2
ORD-0345,2026-02-06,CUST-0286,Midwest,Electronics,Referral,4,888.4
ORD-0346,2026-05-16,CUST-0332,West,Beauty,Paid Search,3,102.2
ORD-0347,2026-01-21,CUST-0098,Midwest,Home,Organic,5,500.53
ORD-0348,2026-01-14,CUST-0038,South,Beauty,Referral,5,153.95
ORD-0349,2026-02-18,CUST-0008,West,Beauty,Paid Search,3,108.19
ORD-0350,2026-02-24,CUST-0105,West,Electronics,Social,2,395.21
ORD-0351,2026-04-12,CUST-0274,West,Sports,Email,3,211.57
ORD-0352,2026-06-16,CUST-0255,South,Home,Email,3,271.73
ORD-0353,2026-04-30,CUST-0212,East,Beauty,Email,2,74.83
ORD-0354,2026-01-12,CUST-0300,West,Clothing,Organic,3,184.8
ORD-0355,2026-05-29,CUST-0195,Midwest,Home,Paid Search,2,164.69
ORD-0356,2026-05-26,CUST-0251,West,Beauty,Referral,3,105.44
ORD-0357,2026-06-14,CUST-0280,Midwest,Beauty,Paid Search,3,100.16
ORD-0358,2026-05-06,CUST-0039,West,Sports,Organic,5,287.59
ORD-0359,2026-06-21,CUST-0119,East,Electronics,Social,2,421.66
ORD-0360,2026-01-18,CUST-0031,West,Electronics,Paid Search,5,880.2
ORD-0361,2026-06-08,CUST-0211,Midwest,Beauty,Organic,1,40.64
ORD-0362,2026-01-04,CUST-0009,East,Sports,Email,5,464.53
ORD-0363,2026-05-09,CUST-0124,Midwest,Clothing,Organic,1,60.73
ORD-0364,2026-02-19,CUST-0208,South,Home,Email,4,284.22
